policy_name,family,segment,tc_bps,turnover_mean,turnover_total,final_equity,total_return_pct,cagr_pct,mdd_pct,calmar,joint_p_q1,joint_ind_q1,joint_lift_q1,p_r2_tail_given_r1_tail_q1,joint_p_q5,joint_ind_q5,joint_lift_q5,p_r2_tail_given_r1_tail_q5,rise_crash_both_loss_ratio,rise_crash_event_joint_loss_freq,rise_crash_event_count,rise_crash_bars,joint_tail_port_mean_q1,joint_tail_port_p10_q1,joint_tail_port_mean_q5,joint_tail_port_p10_q5
A_static_w1_0.00,A_static,val,0.0,0.0,0.0,2.6104706883511843,161.04706883511844,117.31605309681967,55.50522341252946,2.113603835532664,0.0009958439700568525,1.1511977584022627e-05,86.50503032936545,0.2847069193477303,0.006696511154685708,0.0003035757286869678,22.058783103806093,0.4053373145469814,0.4432321772639692,0.9653179190751445,173.0,41520.0,-0.008383719282224545,-0.011251721821075755,-0.004368383072816951,-0.006255035453966429
A_static_w1_0.02,A_static,val,0.0,0.0,0.0,2.580223548598959,158.0223548598959,115.27692217066728,55.361107743686475,2.082272679664972,0.0009958439700568525,1.1511977584022627e-05,86.50503032936545,0.2847069193477303,0.006696511154685708,0.0003035757286869678,22.058783103806093,0.4053373145469814,0.4432321772639692,0.9653179190751445,173.0,41520.0,-0.008441090861361794,-0.011288353251427982,-0.004399625945501273,-0.00629770777746561
A_static_w1_0.04,A_static,val,0.0,0.0,0.0,2.5492459604362057,154.92459604362057,113.18380721697005,55.24401656058946,2.048797575984261,0.0009958439700568525,1.1511977584022627e-05,86.50503032936545,0.2847069193477303,0.006696511154685708,0.0003035757286869678,22.058783103806093,0.4053373145469814,0.4432321772639692,0.9653179190751445,173.0,41520.0,-0.008498462440499044,-0.011324984681780208,-0.004430868818185594,-0.006332670525737448
A_static_w1_0.06,A_static,val,0.0,0.0,0.0,2.5175728302313183,151.75728302313183,111.03866385443597,55.14050139852552,2.01374055436872,0.0009958439700568525,1.1511977584022627e-05,86.50503032936545,0.2847069193477303,0.006696511154685708,0.0003035757286869678,22.058783103806093,0.4053373145469814,0.4432321772639692,0.9653179190751445,173.0,41520.0,-0.008555834019636289,-0.011371678367514468,-0.004462111690869914,-0.006366348886680044
A_static_w1_0.08,A_static,val,0.0,0.0,0.0,2.4852395149603885,148.52395149603885,108.8434814884045,55.03845367515194,1.9775897435422276,0.0009958439700568525,1.1511977584022627e-05,86.50503032936545,0.2847069193477303,0.006696511154685708,0.0003035757286869678,22.058783103806093,0.4053373145469814,0.4432321772639692,0.9653179190751445,173.0,41520.0,-0.00861320559877354,-0.011443714467607941,-0.004493354563554235,-0.006401089865603606
A_static_w1_0.10,A_static,val,0.0,0.0,0.0,2.4522817570249864,145.22817570249865,106.6002802549467,54.93788472961639,1.9403783159761827,0.0009958439700568525,1.1511977584022627e-05,86.50503032936545,0.2847069193477303,0.006696511154685708,0.0003035757286869678,22.058783103806093,0.4053373145469814,0.4432321772639692,0.9653179190751445,173.0,41520.0,-0.008670577177910789,-0.01160001085694632,-0.0045245974362385566,-0.006446178299361505
A_static_w1_0.12,A_static,val,0.0,0.0,0.0,2.4187356190895692,141.87356190895693,104.31110794423132,54.83880576074617,1.9021404003458007,0.0009958439700568525,1.1511977584022627e-05,86.50503032936545,0.2847069193477303,0.006696511154685708,0.0003035757286869678,22.058783103806093,0.4053373145469814,0.4432321772639692,0.9653179190751445,173.0,41520.0,-0.008727948757048035,-0.011702217641844075,-0.004555840308922877,-0.00649785423777175
A_static_w1_0.14,A_static,val,0.0,0.0,0.0,2.3846374191081336,138.46374191081335,101.97803691003288,54.74122782498656,1.862911026330417,0.0009958439700568525,1.1511977584022627e-05,86.50503032936545,0.2847069193477303,0.006696511154685708,0.0003035757286869678,22.058783103806093,0.4053373145469814,0.4432321772639692,0.9653179190751445,173.0,41520.0,-0.008785320336185285,-0.011846434063050155,-0.004587083181607198,-0.0065334842584218265
A_static_w1_0.16,A_static,val,0.0,0.0,0.0,2.350023665681516,135.0023665681516,99.60316097047976,54.645161834389846,1.8227260680889135,0.0009958439700568525,1.1511977584022627e-05,86.50503032936545,0.2847069193477303,0.006696511154685708,0.0003035757286869678,22.058783103806093,0.4053373145469814,0.4432321772639692,0.9653179190751445,173.0,41520.0,-0.008842691915322531,-0.011927738424737261,-0.00461832605429152,-0.006588280871116831
A_static_w1_0.18,A_static,val,0.0,0.0,0.0,2.314930993929034,131.49309939290342,97.18859230819088,54.55061855461756,1.7816221865730637,0.0009958439700568525,1.1511977584022627e-05,86.50503032936545,0.2847069193477303,0.006696511154685708,0.0003035757286869678,22.058783103806093,0.4053373145469814,0.4432321772639692,0.9653179190751445,173.0,41520.0,-0.008900063494459782,-0.01209493330328544,-0.0046495689269758405,-0.0066309682014769255
